symbol,price,time
WNXMUSDT,29.99,2023-04-16 13:42:29.919000
BZRXUSDT,0.2156,2023-04-16 13:42:30.704000
YFIIUSDT,1132.4,2023-04-16 13:42:31.465000
EGLDUSDT,43.51,2023-04-16 13:42:32.237000
RUNEUSDT,1.668,2023-04-16 13:42:33.202000
WINGUSDT,7.72,2023-04-16 13:42:33.986000
AVAXUSDT,19.33,2023-04-16 13:42:34.764000
AAVEUSDT,82.8,2023-04-16 13:42:36.029000
NEARUSDT,2.283,2023-04-16 13:42:36.807000
AKROUSDT,0.00504,2023-04-16 13:42:37.604000
HARDUSDT,0.1924,2023-04-16 13:42:38.369000
UNFIUSDT,5.527,2023-04-16 13:42:39.146000
ROSEUSDT,0.07359,2023-04-16 13:42:39.916000
SUSDUSDT,0.996,2023-04-16 13:42:40.773000
REEFUSDT,0.003048,2023-04-16 13:42:41.649000
CELOUSDT,0.717,2023-04-16 13:42:42.422000
FIROUSDT,2.325,2023-04-16 13:42:43.199000
DODOUSDT,0.191,2023-04-16 13:42:43.974000
CAKEUSDT,3.653,2023-04-16 13:42:44.736000
PONDUSDT,0.01068,2023-04-16 13:42:45.525000
DEGOUSDT,2.394,2023-04-16 13:42:46.326000
LINAUSDT,0.014429,2023-04-16 13:42:47.122000
PERPUSDT,0.88335,2023-04-16 13:42:47.913000
RAMPUSDT,0.0524,2023-04-16 13:42:48.691000
AUTOUSDT,120.0,2023-04-16 13:42:49.491000
BAKEUSDT,0.2211,2023-04-16 13:42:50.317000
SHIBUSDT,1.16e-05,2023-04-16 13:42:51.141000
POLSUSDT,0.469,2023-04-16 13:42:51.932000
MASKUSDT,5.664,2023-04-16 13:42:52.720000
TORNUSDT,4.06,2023-04-16 13:42:53.523000
KEEPUSDT,0.6251,2023-04-16 13:42:54.318000
KLAYUSDT,0.2702,2023-04-16 13:42:55.129000
BONDUSDT,4.512,2023-04-16 13:42:55.934000
DEXEUSDT,3.078,2023-04-16 13:42:56.749000
FLOWUSDT,1.06,2023-04-16 13:42:57.563000
MINAUSDT,0.804,2023-04-16 13:42:58.342000
FARMUSDT,37.3,2023-04-16 13:42:59.157000
MBOXUSDT,0.505,2023-04-16 13:42:59.951000
GHSTUSDT,1.166,2023-04-16 13:43:00.749000
WAXPUSDT,0.0741,2023-04-16 13:43:01.522000
DYDXUSDT,2.877,2023-04-16 13:43:02.316000
POLYUSDT,0.2696,2023-04-16 13:43:03.114000
IDEXUSDT,0.05738,2023-04-16 13:43:03.890000
VIDTUSDT,0.03918,2023-04-16 13:43:04.736000
USDPUSDT,0.9993,2023-04-16 13:43:05.535000
GALAUSDT,0.0435,2023-04-16 13:43:06.323000
FIDAUSDT,0.4446,2023-04-16 13:43:07.124000
AGLDUSDT,0.55,2023-04-16 13:43:07.936000
BETAUSDT,0.10025,2023-04-16 13:43:08.715000
RAREUSDT,0.1306,2023-04-16 13:43:09.507000
MOVRUSDT,9.01,2023-04-16 13:43:10.351000
CITYUSDT,5.88,2023-04-16 13:43:11.143000
KP3RUSDT,83.53,2023-04-16 13:43:11.930000
POWRUSDT,0.1988,2023-04-16 13:43:12.749000
RNDRUSDT,1.74,2023-04-16 13:43:13.534000
ALCXUSDT,20.82,2023-04-16 13:43:14.312000
BICOUSDT,0.439,2023-04-16 13:43:15.091000
FLUXUSDT,0.714,2023-04-16 13:43:15.925000
HIGHUSDT,2.466,2023-04-16 13:43:16.712000
OOKIUSDT,0.00441,2023-04-16 13:43:17.496000
GLMRUSDT,0.406,2023-04-16 13:43:18.282000
LOKAUSDT,0.5816,2023-04-16 13:43:19.056000
SCRTUSDT,0.731,2023-04-16 13:43:19.869000
API3USDT,1.691,2023-04-16 13:43:20.644000
BTTCUSDT,6.3e-07,2023-04-16 13:43:21.408000
ASTRUSDT,0.0736,2023-04-16 13:43:22.184000
BIFIUSDT,526.1,2023-04-16 13:43:22.956000
NEXOUSDT,0.698,2023-04-16 13:43:23.725000
LUNCUSDT,0.00012749,2023-04-16 13:43:24.969000
NEBLUSDT,0.51,2023-04-16 13:43:26.267000
OSMOUSDT,0.855,2023-04-16 13:43:27.595000
HOOKUSDT,2.2683,2023-04-16 13:43:28.397000
HIFIUSDT,0.4377,2023-04-16 13:43:29.300000
PROSUSDT,0.5656,2023-04-16 13:43:30.132000
AGIXUSDT,0.43362,2023-04-16 13:43:31.458000
LQTYUSDT,2.387,2023-04-16 13:43:32.279000
BETHUSDT,2088.45,2023-04-16 13:43:33.545000
USTCUSDT,0.02261972,2023-04-16 13:43:34.343000
PROMUSDT,5.19,2023-04-16 13:43:35.123000
LOOMUSDT,0.06613,2023-04-16 13:43:35.912000
RDNTUSDT,0.4665,2023-04-16 13:43:36.705000
QTUMUSDT,3.507,2023-04-16 13:43:47.552000
TUSDUSDT,0.9992,2023-04-16 13:43:48.371000
IOTAUSDT,0.2262,2023-04-16 13:43:49.170000
NULSUSDT,0.2902,2023-04-16 13:43:50.074000
USDCUSDT,0.9991,2023-04-16 13:43:50.885000
LINKUSDT,8.04,2023-04-16 13:43:51.663000
USDSUSDT,0.9968,2023-04-16 13:43:52.442000
IOSTUSDT,0.01196,2023-04-16 13:43:53.218000
CELRUSDT,0.02396,2023-04-16 13:43:54.124000
DASHUSDT,59.01,2023-04-16 13:43:54.940000
NANOUSDT,2.224,2023-04-16 13:43:55.740000
MITHUSDT,0.00345,2023-04-16 13:43:56.516000
ATOMUSDT,12.862,2023-04-16 13:43:57.355000
ALGOUSDT,0.2308,2023-04-16 13:43:58.283000
DOGEUSDT,0.08999,2023-04-16 13:43:59.107000
DUSKUSDT,0.1991,2023-04-16 13:43:59.907000
ANKRUSDT,0.0369,2023-04-16 13:44:00.710000
NPXSUSDT,0.0070301,2023-04-16 13:44:01.498000
TOMOUSDT,0.7622,2023-04-16 13:44:02.280000
PERLUSDT,0.03411,2023-04-16 13:44:03.064000
DENTUSDT,0.001188,2023-04-16 13:44:03.828000
DOCKUSDT,0.0236,2023-04-16 13:44:04.642000
BANDUSDT,2.01,2023-04-16 13:44:05.506000
BUSDUSDT,0.9996,2023-04-16 13:44:06.273000
BEAMUSDT,0.0652,2023-04-16 13:44:07.189000
HBARUSDT,0.0681,2023-04-16 13:44:07.959000
KAVAUSDT,0.94,2023-04-16 13:44:09.257000
ARPAUSDT,0.04526,2023-04-16 13:44:12.226000
IOTXUSDT,0.0294,2023-04-16 13:44:13.012000
CTXCUSDT,0.2448,2023-04-16 13:44:13.790000
TROYUSDT,0.003741,2023-04-16 13:44:14.574000
VITEUSDT,0.02495,2023-04-16 13:44:15.360000
DREPUSDT,0.4831,2023-04-16 13:44:16.123000
BULLUSDT,1370.28,2023-04-16 13:44:16.891000
BEARUSDT,11.16,2023-04-16 13:44:17.678000
AIONUSDT,0.00943,2023-04-16 13:44:18.476000
COTIUSDT,0.0945,2023-04-16 13:44:19.260000
STPTUSDT,0.05399,2023-04-16 13:44:20.025000
DATAUSDT,0.03992,2023-04-16 13:44:20.803000
CTSIUSDT,0.2411,2023-04-16 13:44:21.654000
HIVEUSDT,0.4433,2023-04-16 13:44:22.558000
ARDRUSDT,0.0957,2023-04-16 13:44:23.344000
LENDUSDT,0.51431,2023-04-16 13:44:24.127000
STMXUSDT,0.006112,2023-04-16 13:44:24.947000
COMPUSDT,45.77,2023-04-16 13:44:26.207000
BKRWUSDT,0.0008453,2023-04-16 13:44:27.958000
VTHOUSDT,0.001477,2023-04-16 13:44:29.244000
MANAUSDT,0.6405,2023-04-16 13:44:30.530000
IRISUSDT,0.03418,2023-04-16 13:44:31.320000
SANDUSDT,0.6832,2023-04-16 13:44:32.089000
LUNAUSDT,1.4175,2023-04-16 13:44:33.043000
PAXGUSDT,2015.0,2023-04-16 13:44:33.846000
WNXMUSDT,29.99,2023-04-16 13:44:34.641000
BZRXUSDT,0.2156,2023-04-16 13:44:35.448000
YFIIUSDT,1132.7,2023-04-16 13:44:36.227000
EGLDUSDT,43.49,2023-04-16 13:44:37.014000
RUNEUSDT,1.669,2023-04-16 13:44:37.785000
WINGUSDT,7.72,2023-04-16 13:44:38.612000
AVAXUSDT,19.34,2023-04-16 13:44:39.393000
AAVEUSDT,82.9,2023-04-16 13:44:40.184000
NEARUSDT,2.283,2023-04-16 13:44:41.016000
AKROUSDT,0.00505,2023-04-16 13:44:41.832000
HARDUSDT,0.1924,2023-04-16 13:44:42.599000
UNFIUSDT,5.527,2023-04-16 13:44:43.877000
ROSEUSDT,0.07358,2023-04-16 13:44:44.657000
SUSDUSDT,0.996,2023-04-16 13:44:45.436000
REEFUSDT,0.003048,2023-04-16 13:44:46.348000
CELOUSDT,0.717,2023-04-16 13:44:47.123000
FIROUSDT,2.32,2023-04-16 13:44:47.884000
DODOUSDT,0.1909,2023-04-16 13:44:48.663000
CAKEUSDT,3.652,2023-04-16 13:44:49.451000
PONDUSDT,0.01068,2023-04-16 13:44:50.283000
DEGOUSDT,2.394,2023-04-16 13:44:51.110000
LINAUSDT,0.014419,2023-04-16 13:44:51.878000
PERPUSDT,0.88401,2023-04-16 13:44:52.678000
RAMPUSDT,0.0524,2023-04-16 13:44:53.943000
AUTOUSDT,120.1,2023-04-16 13:44:54.779000
BAKEUSDT,0.2211,2023-04-16 13:44:55.581000
SHIBUSDT,1.16e-05,2023-04-16 13:44:56.351000
POLSUSDT,0.469,2023-04-16 13:44:57.133000
MASKUSDT,5.671,2023-04-16 13:44:57.903000
TORNUSDT,4.06,2023-04-16 13:44:58.713000
KEEPUSDT,0.6251,2023-04-16 13:44:59.486000
KLAYUSDT,0.2705,2023-04-16 13:45:00.405000
BONDUSDT,4.512,2023-04-16 13:45:01.674000
DEXEUSDT,3.068,2023-04-16 13:45:02.470000
FLOWUSDT,1.06,2023-04-16 13:45:03.258000
MINAUSDT,0.804,2023-04-16 13:45:04.044000
FARMUSDT,37.4,2023-04-16 13:45:04.834000
MBOXUSDT,0.505,2023-04-16 13:45:05.633000
GHSTUSDT,1.16,2023-04-16 13:45:06.448000
WAXPUSDT,0.0741,2023-04-16 13:45:07.372000
DYDXUSDT,2.876,2023-04-16 13:45:08.142000
POLYUSDT,0.2696,2023-04-16 13:45:08.918000
IDEXUSDT,0.05742,2023-04-16 13:45:09.684000
VIDTUSDT,0.03917,2023-04-16 13:45:10.500000
USDPUSDT,0.9993,2023-04-16 13:45:11.271000
GALAUSDT,0.04347,2023-04-16 13:45:12.058000
FIDAUSDT,0.4446,2023-04-16 13:45:12.913000
AGLDUSDT,0.551,2023-04-16 13:45:13.682000
BETAUSDT,0.10042,2023-04-16 13:45:14.505000
RAREUSDT,0.1305,2023-04-16 13:45:15.296000
MOVRUSDT,9.02,2023-04-16 13:45:16.084000
CITYUSDT,5.87,2023-04-16 13:45:16.964000
KP3RUSDT,83.54,2023-04-16 13:45:17.741000
POWRUSDT,0.1988,2023-04-16 13:45:18.512000
RNDRUSDT,1.746,2023-04-16 13:45:19.293000
ALCXUSDT,20.82,2023-04-16 13:45:20.095000
BICOUSDT,0.438,2023-04-16 13:45:20.903000
FLUXUSDT,0.713,2023-04-16 13:45:21.710000
HIGHUSDT,2.476,2023-04-16 13:45:22.476000
OOKIUSDT,0.00441,2023-04-16 13:45:23.368000
GLMRUSDT,0.406,2023-04-16 13:45:24.131000
LOKAUSDT,0.5824,2023-04-16 13:45:24.960000
SCRTUSDT,0.729,2023-04-16 13:45:25.735000
API3USDT,1.692,2023-04-16 13:45:26.500000
BTTCUSDT,6.3e-07,2023-04-16 13:45:27.792000
ASTRUSDT,0.0737,2023-04-16 13:45:29.108000
BIFIUSDT,524.0,2023-04-16 13:45:30.091000
NEXOUSDT,0.698,2023-04-16 13:45:31.031000
LUNCUSDT,0.00012757,2023-04-16 13:45:31.795000
NEBLUSDT,0.509,2023-04-16 13:45:32.632000
OSMOUSDT,0.856,2023-04-16 13:45:33.423000
HOOKUSDT,2.2771,2023-04-16 13:45:34.258000
HIFIUSDT,0.4377,2023-04-16 13:45:35.033000
PROSUSDT,0.5654,2023-04-16 13:45:35.861000
AGIXUSDT,0.43409,2023-04-16 13:45:36.628000
LQTYUSDT,2.387,2023-04-16 13:45:37.440000
BETHUSDT,2089.19,2023-04-16 13:45:38.224000
USTCUSDT,0.02258723,2023-04-16 13:45:39.023000
PROMUSDT,5.19,2023-04-16 13:45:40.289000
LOOMUSDT,0.06605,2023-04-16 13:45:41.182000
RDNTUSDT,0.4665,2023-04-16 13:45:42.064000
QTUMUSDT,3.509,2023-04-16 13:45:52.941000
TUSDUSDT,0.9992,2023-04-16 13:45:53.723000
IOTAUSDT,0.2264,2023-04-16 13:45:54.598000
NULSUSDT,0.2902,2023-04-16 13:45:55.378000
USDCUSDT,0.9992,2023-04-16 13:45:56.173000
LINKUSDT,8.047,2023-04-16 13:45:57.005000
USDSUSDT,0.9968,2023-04-16 13:45:57.845000
IOSTUSDT,0.01198,2023-04-16 13:45:58.621000
CELRUSDT,0.024,2023-04-16 13:45:59.466000
DASHUSDT,58.99,2023-04-16 13:46:00.245000
NANOUSDT,2.224,2023-04-16 13:46:01.081000
MITHUSDT,0.00345,2023-04-16 13:46:01.932000
ATOMUSDT,12.862,2023-04-16 13:46:02.722000
ALGOUSDT,0.2307,2023-04-16 13:46:03.535000
DOGEUSDT,0.09002,2023-04-16 13:46:04.316000
DUSKUSDT,0.1996,2023-04-16 13:46:05.172000
ANKRUSDT,0.03692,2023-04-16 13:46:05.976000
NPXSUSDT,0.0070301,2023-04-16 13:46:06.756000
TOMOUSDT,0.7615,2023-04-16 13:46:07.594000
PERLUSDT,0.03417,2023-04-16 13:46:08.382000
DENTUSDT,0.001188,2023-04-16 13:46:09.363000
DOCKUSDT,0.02361,2023-04-16 13:46:10.169000
BANDUSDT,2.012,2023-04-16 13:46:11.146000
BUSDUSDT,0.9996,2023-04-16 13:46:11.936000
BEAMUSDT,0.0652,2023-04-16 13:46:12.800000
HBARUSDT,0.0681,2023-04-16 13:46:13.565000
KAVAUSDT,0.941,2023-04-16 13:46:14.348000
ARPAUSDT,0.04539,2023-04-16 13:46:15.125000
IOTXUSDT,0.02942,2023-04-16 13:46:15.980000
CTXCUSDT,0.2449,2023-04-16 13:46:16.751000
TROYUSDT,0.003741,2023-04-16 13:46:17.531000
VITEUSDT,0.02495,2023-04-16 13:46:18.294000
DREPUSDT,0.483,2023-04-16 13:46:19.084000
BULLUSDT,1370.28,2023-04-16 13:46:19.871000
BEARUSDT,11.16,2023-04-16 13:46:20.643000
AIONUSDT,0.00943,2023-04-16 13:46:21.412000
COTIUSDT,0.0947,2023-04-16 13:46:22.198000
STPTUSDT,0.05398,2023-04-16 13:46:23.015000
DATAUSDT,0.03993,2023-04-16 13:46:23.793000
CTSIUSDT,0.2387,2023-04-16 13:46:24.593000
HIVEUSDT,0.4432,2023-04-16 13:46:25.366000
ARDRUSDT,0.0957,2023-04-16 13:46:26.215000
LENDUSDT,0.51431,2023-04-16 13:46:27.010000
STMXUSDT,0.006109,2023-04-16 13:46:28.803000
COMPUSDT,45.79,2023-04-16 13:46:29.577000
BKRWUSDT,0.0008453,2023-04-16 13:46:30.352000
VTHOUSDT,0.001472,2023-04-16 13:46:31.202000
MANAUSDT,0.6412,2023-04-16 13:46:32.541000
IRISUSDT,0.03419,2023-04-16 13:46:33.347000
SANDUSDT,0.6835,2023-04-16 13:46:34.157000
LUNAUSDT,1.4177,2023-04-16 13:46:34.947000
PAXGUSDT,2014.0,2023-04-16 13:46:35.708000
WNXMUSDT,29.99,2023-04-16 13:46:36.990000
BZRXUSDT,0.2156,2023-04-16 13:46:37.785000
YFIIUSDT,1132.3,2023-04-16 13:46:38.556000
EGLDUSDT,43.51,2023-04-16 13:46:39.398000
RUNEUSDT,1.669,2023-04-16 13:46:40.165000
WINGUSDT,7.72,2023-04-16 13:46:40.934000
AVAXUSDT,19.36,2023-04-16 13:46:41.808000
AAVEUSDT,83.0,2023-04-16 13:46:42.608000
NEARUSDT,2.285,2023-04-16 13:46:43.479000
AKROUSDT,0.00505,2023-04-16 13:46:44.254000
HARDUSDT,0.1924,2023-04-16 13:46:45.051000
UNFIUSDT,5.545,2023-04-16 13:46:45.825000
ROSEUSDT,0.07366,2023-04-16 13:46:46.596000
SUSDUSDT,0.996,2023-04-16 13:46:47.375000
REEFUSDT,0.003052,2023-04-16 13:46:48.188000
CELOUSDT,0.717,2023-04-16 13:46:48.965000
FIROUSDT,2.318,2023-04-16 13:46:49.783000
DODOUSDT,0.1912,2023-04-16 13:46:50.564000
CAKEUSDT,3.653,2023-04-16 13:46:51.356000
PONDUSDT,0.01067,2023-04-16 13:46:52.204000
DEGOUSDT,2.402,2023-04-16 13:46:52.992000
LINAUSDT,0.014474,2023-04-16 13:46:53.755000
PERPUSDT,0.8834,2023-04-16 13:46:54.542000
RAMPUSDT,0.0524,2023-04-16 13:46:55.330000
AUTOUSDT,120.6,2023-04-16 13:46:56.202000
BAKEUSDT,0.2213,2023-04-16 13:46:56.989000
SHIBUSDT,1.16e-05,2023-04-16 13:46:57.772000
POLSUSDT,0.469,2023-04-16 13:46:58.537000
MASKUSDT,5.677,2023-04-16 13:46:59.407000
TORNUSDT,4.06,2023-04-16 13:47:00.174000
KEEPUSDT,0.6251,2023-04-16 13:47:01.463000
KLAYUSDT,0.2707,2023-04-16 13:47:02.230000
BONDUSDT,4.512,2023-04-16 13:47:03.035000
DEXEUSDT,3.067,2023-04-16 13:47:03.865000
FLOWUSDT,1.061,2023-04-16 13:47:04.642000
MINAUSDT,0.805,2023-04-16 13:47:05.424000
FARMUSDT,37.4,2023-04-16 13:47:06.216000
MBOXUSDT,0.505,2023-04-16 13:47:07.095000
GHSTUSDT,1.163,2023-04-16 13:47:07.871000
WAXPUSDT,0.0742,2023-04-16 13:47:08.651000
DYDXUSDT,2.875,2023-04-16 13:47:09.965000
POLYUSDT,0.2696,2023-04-16 13:47:10.848000
IDEXUSDT,0.05742,2023-04-16 13:47:11.610000
VIDTUSDT,0.03911,2023-04-16 13:47:12.411000
USDPUSDT,0.9993,2023-04-16 13:47:13.241000
GALAUSDT,0.0435,2023-04-16 13:47:14.015000
FIDAUSDT,0.4453,2023-04-16 13:47:14.919000
AGLDUSDT,0.551,2023-04-16 13:47:15.702000
BETAUSDT,0.10048,2023-04-16 13:47:16.467000
RAREUSDT,0.1305,2023-04-16 13:47:17.241000
MOVRUSDT,9.0,2023-04-16 13:47:18.110000
CITYUSDT,5.89,2023-04-16 13:47:18.881000
KP3RUSDT,83.4,2023-04-16 13:47:19.660000
POWRUSDT,0.1988,2023-04-16 13:47:20.430000
RNDRUSDT,1.752,2023-04-16 13:47:21.230000
ALCXUSDT,20.87,2023-04-16 13:47:22.057000
BICOUSDT,0.437,2023-04-16 13:47:22.820000
FLUXUSDT,0.715,2023-04-16 13:47:23.715000
HIGHUSDT,2.457,2023-04-16 13:47:24.479000
OOKIUSDT,0.00441,2023-04-16 13:47:25.351000
GLMRUSDT,0.406,2023-04-16 13:47:26.165000
LOKAUSDT,0.5823,2023-04-16 13:47:26.936000
SCRTUSDT,0.73,2023-04-16 13:47:27.708000
API3USDT,1.692,2023-04-16 13:47:28.962000
BTTCUSDT,6.3e-07,2023-04-16 13:47:29.780000
ASTRUSDT,0.0736,2023-04-16 13:47:31.120000
BIFIUSDT,525.4,2023-04-16 13:47:32.400000
NEXOUSDT,0.698,2023-04-16 13:47:33.231000
LUNCUSDT,0.00012757,2023-04-16 13:47:33.997000
NEBLUSDT,0.509,2023-04-16 13:47:35.329000
OSMOUSDT,0.856,2023-04-16 13:47:36.103000
HOOKUSDT,2.2803,2023-04-16 13:47:36.928000
HIFIUSDT,0.4377,2023-04-16 13:47:37.700000
PROSUSDT,0.566,2023-04-16 13:47:38.496000
AGIXUSDT,0.43399,2023-04-16 13:47:39.273000
LQTYUSDT,2.387,2023-04-16 13:47:40.039000
BETHUSDT,2089.19,2023-04-16 13:47:40.819000
USTCUSDT,0.02260744,2023-04-16 13:47:41.590000
PROMUSDT,5.19,2023-04-16 13:47:42.416000
LOOMUSDT,0.0661,2023-04-16 13:47:43.193000
RDNTUSDT,0.4642,2023-04-16 13:47:44.065000
QTUMUSDT,3.496,2023-04-16 13:47:54.851000
TUSDUSDT,0.9992,2023-04-16 13:47:55.630000
IOTAUSDT,0.2263,2023-04-16 13:47:56.397000
NULSUSDT,0.2908,2023-04-16 13:47:57.196000
USDCUSDT,0.9993,2023-04-16 13:47:57.972000
LINKUSDT,8.037,2023-04-16 13:47:58.753000
USDSUSDT,0.9968,2023-04-16 13:47:59.526000
IOSTUSDT,0.01197,2023-04-16 13:48:00.290000
CELRUSDT,0.02404,2023-04-16 13:48:01.063000
DASHUSDT,58.97,2023-04-16 13:48:01.847000
NANOUSDT,2.224,2023-04-16 13:48:02.614000
MITHUSDT,0.00345,2023-04-16 13:48:03.449000
ATOMUSDT,12.858,2023-04-16 13:48:04.260000
ALGOUSDT,0.2306,2023-04-16 13:48:05.037000
DOGEUSDT,0.09003,2023-04-16 13:48:05.808000
DUSKUSDT,0.1998,2023-04-16 13:48:06.577000
ANKRUSDT,0.03694,2023-04-16 13:48:07.386000
NPXSUSDT,0.0070301,2023-04-16 13:48:08.158000
TOMOUSDT,0.761,2023-04-16 13:48:08.919000
PERLUSDT,0.03415,2023-04-16 13:48:09.686000
DENTUSDT,0.00119,2023-04-16 13:48:10.456000
DOCKUSDT,0.02361,2023-04-16 13:48:11.231000
BANDUSDT,2.012,2023-04-16 13:48:12.011000
BUSDUSDT,0.9997,2023-04-16 13:48:12.776000
BEAMUSDT,0.0652,2023-04-16 13:48:13.557000
HBARUSDT,0.0682,2023-04-16 13:48:14.348000
KAVAUSDT,0.94,2023-04-16 13:48:15.128000
ARPAUSDT,0.04544,2023-04-16 13:48:16.069000
IOTXUSDT,0.02943,2023-04-16 13:48:16.840000
CTXCUSDT,0.2454,2023-04-16 13:48:17.617000
TROYUSDT,0.003741,2023-04-16 13:48:18.377000
VITEUSDT,0.02495,2023-04-16 13:48:19.151000
DREPUSDT,0.4831,2023-04-16 13:48:20.008000
BULLUSDT,1370.28,2023-04-16 13:48:20.849000
BEARUSDT,11.16,2023-04-16 13:48:21.619000
AIONUSDT,0.00943,2023-04-16 13:48:22.454000
COTIUSDT,0.0948,2023-04-16 13:48:23.240000
STPTUSDT,0.05397,2023-04-16 13:48:24.545000
DATAUSDT,0.03991,2023-04-16 13:48:25.314000
CTSIUSDT,0.2395,2023-04-16 13:48:26.083000
HIVEUSDT,0.4432,2023-04-16 13:48:26.846000
ARDRUSDT,0.0957,2023-04-16 13:48:27.601000
LENDUSDT,0.51431,2023-04-16 13:48:28.561000
STMXUSDT,0.006109,2023-04-16 13:48:29.831000
COMPUSDT,45.79,2023-04-16 13:48:31.102000
BKRWUSDT,0.0008453,2023-04-16 13:48:31.984000
VTHOUSDT,0.001472,2023-04-16 13:48:32.778000
MANAUSDT,0.6411,2023-04-16 13:48:34.064000
IRISUSDT,0.03415,2023-04-16 13:48:34.981000
SANDUSDT,0.6839,2023-04-16 13:48:35.771000
LUNAUSDT,1.42,2023-04-16 13:48:36.543000
PAXGUSDT,2014.0,2023-04-16 13:48:37.800000
WNXMUSDT,30.05,2023-04-16 13:48:39.167000
BZRXUSDT,0.2156,2023-04-16 13:48:39.938000
YFIIUSDT,1131.6,2023-04-16 13:48:40.703000
EGLDUSDT,43.51,2023-04-16 13:48:41.468000
RUNEUSDT,1.669,2023-04-16 13:48:42.236000
WINGUSDT,7.71,2023-04-16 13:48:43.005000
AVAXUSDT,19.36,2023-04-16 13:48:43.772000
AAVEUSDT,82.9,2023-04-16 13:48:44.543000
NEARUSDT,2.284,2023-04-16 13:48:45.320000
AKROUSDT,0.00503,2023-04-16 13:48:46.089000
HARDUSDT,0.1924,2023-04-16 13:48:46.846000
UNFIUSDT,5.543,2023-04-16 13:48:47.639000
ROSEUSDT,0.0736,2023-04-16 13:48:48.408000
SUSDUSDT,0.996,2023-04-16 13:48:49.228000
REEFUSDT,0.003053,2023-04-16 13:48:50.002000
CELOUSDT,0.718,2023-04-16 13:48:50.836000
FIROUSDT,2.321,2023-04-16 13:48:51.620000
DODOUSDT,0.1912,2023-04-16 13:48:52.397000
CAKEUSDT,3.655,2023-04-16 13:48:53.162000
PONDUSDT,0.01067,2023-04-16 13:48:53.929000
DEGOUSDT,2.397,2023-04-16 13:48:54.721000
LINAUSDT,0.014528,2023-04-16 13:48:55.483000
PERPUSDT,0.8834,2023-04-16 13:48:56.250000
RAMPUSDT,0.0524,2023-04-16 13:48:57.555000
AUTOUSDT,120.1,2023-04-16 13:48:58.436000
BAKEUSDT,0.2211,2023-04-16 13:48:59.206000
SHIBUSDT,1.162e-05,2023-04-16 13:48:59.969000
POLSUSDT,0.469,2023-04-16 13:49:00.736000
MASKUSDT,5.678,2023-04-16 13:49:01.519000
TORNUSDT,4.06,2023-04-16 13:49:02.296000
KEEPUSDT,0.6251,2023-04-16 13:49:03.132000
KLAYUSDT,0.2709,2023-04-16 13:49:03.898000
BONDUSDT,4.51,2023-04-16 13:49:04.662000
DEXEUSDT,3.068,2023-04-16 13:49:05.530000
FLOWUSDT,1.06,2023-04-16 13:49:06.314000
MINAUSDT,0.804,2023-04-16 13:49:07.081000
FARMUSDT,37.3,2023-04-16 13:49:07.848000
MBOXUSDT,0.505,2023-04-16 13:49:08.615000
GHSTUSDT,1.163,2023-04-16 13:49:09.388000
WAXPUSDT,0.0742,2023-04-16 13:49:10.244000
DYDXUSDT,2.875,2023-04-16 13:49:11.034000
POLYUSDT,0.2696,2023-04-16 13:49:11.865000
IDEXUSDT,0.05741,2023-04-16 13:49:12.705000
VIDTUSDT,0.03909,2023-04-16 13:49:13.482000
USDPUSDT,0.9993,2023-04-16 13:49:14.256000
GALAUSDT,0.04346,2023-04-16 13:49:15.025000
FIDAUSDT,0.4451,2023-04-16 13:49:16.286000
AGLDUSDT,0.552,2023-04-16 13:49:17.052000
BETAUSDT,0.10046,2023-04-16 13:49:17.821000
RAREUSDT,0.1305,2023-04-16 13:49:18.584000
MOVRUSDT,9.02,2023-04-16 13:49:19.346000
CITYUSDT,5.88,2023-04-16 13:49:20.220000
KP3RUSDT,83.4,2023-04-16 13:49:20.985000
POWRUSDT,0.1988,2023-04-16 13:49:21.784000
RNDRUSDT,1.755,2023-04-16 13:49:22.655000
ALCXUSDT,20.87,2023-04-16 13:49:23.429000
BICOUSDT,0.438,2023-04-16 13:49:24.212000
FLUXUSDT,0.715,2023-04-16 13:49:24.983000
HIGHUSDT,2.475,2023-04-16 13:49:25.811000
OOKIUSDT,0.00441,2023-04-16 13:49:26.670000
GLMRUSDT,0.4063,2023-04-16 13:49:27.497000
LOKAUSDT,0.5825,2023-04-16 13:49:28.281000
SCRTUSDT,0.73,2023-04-16 13:49:29.062000
API3USDT,1.692,2023-04-16 13:49:29.823000
BTTCUSDT,6.3e-07,2023-04-16 13:49:31.569000
ASTRUSDT,0.0737,2023-04-16 13:49:33.334000
BIFIUSDT,524.0,2023-04-16 13:49:34.599000
NEXOUSDT,0.698,2023-04-16 13:49:35.379000
LUNCUSDT,0.00012758,2023-04-16 13:49:36.708000
NEBLUSDT,0.508,2023-04-16 13:49:37.529000
OSMOUSDT,0.856,2023-04-16 13:49:38.367000
HOOKUSDT,2.285,2023-04-16 13:49:39.157000
HIFIUSDT,0.4376,2023-04-16 13:49:39.993000
PROSUSDT,0.566,2023-04-16 13:49:40.876000
AGIXUSDT,0.43455,2023-04-16 13:49:41.644000
LQTYUSDT,2.386,2023-04-16 13:49:42.423000
BETHUSDT,2089.19,2023-04-16 13:49:43.306000
USTCUSDT,0.02260744,2023-04-16 13:49:44.183000
PROMUSDT,5.18,2023-04-16 13:49:45.460000
LOOMUSDT,0.066,2023-04-16 13:49:46.240000
