symbol,price,time
LUNAUSDT,1.4109,2023-04-16 15:00:18.802000
PAXGUSDT,2014.0,2023-04-16 15:00:19.604000
WNXMUSDT,30.07,2023-04-16 15:00:20.441000
BZRXUSDT,0.2156,2023-04-16 15:00:21.253000
YFIIUSDT,1127.4,2023-04-16 15:00:22.049000
EGLDUSDT,43.16,2023-04-16 15:00:22.853000
RUNEUSDT,1.662,2023-04-16 15:00:23.719000
WINGUSDT,7.68,2023-04-16 15:00:24.563000
AVAXUSDT,19.22,2023-04-16 15:00:25.436000
AAVEUSDT,81.8,2023-04-16 15:00:26.258000
NEARUSDT,2.276,2023-04-16 15:00:27.042000
AKROUSDT,0.00496,2023-04-16 15:00:27.819000
HARDUSDT,0.192,2023-04-16 15:00:28.587000
UNFIUSDT,5.542,2023-04-16 15:00:29.370000
ROSEUSDT,0.07333,2023-04-16 15:00:30.134000
SUSDUSDT,0.996,2023-04-16 15:00:30.916000
REEFUSDT,0.003066,2023-04-16 15:00:31.696000
CELOUSDT,0.715,2023-04-16 15:00:32.462000
FIROUSDT,2.359,2023-04-16 15:00:33.373000
DODOUSDT,0.1904,2023-04-16 15:00:34.152000
CAKEUSDT,3.648,2023-04-16 15:00:34.942000
PONDUSDT,0.01076,2023-04-16 15:00:35.716000
DEGOUSDT,2.428,2023-04-16 15:00:36.479000
LINAUSDT,0.014296,2023-04-16 15:00:37.248000
PERPUSDT,0.88851,2023-04-16 15:00:38.012000
RAMPUSDT,0.0524,2023-04-16 15:00:38.826000
AUTOUSDT,117.8,2023-04-16 15:00:39.597000
BAKEUSDT,0.2217,2023-04-16 15:00:40.866000
SHIBUSDT,1.148e-05,2023-04-16 15:00:42.146000
POLSUSDT,0.469,2023-04-16 15:00:43.929000
MASKUSDT,5.636,2023-04-16 15:00:45.472000
TORNUSDT,4.06,2023-04-16 15:00:46.246000
KEEPUSDT,0.6251,2023-04-16 15:00:47.510000
KLAYUSDT,0.267,2023-04-16 15:00:48.381000
BONDUSDT,4.51,2023-04-16 15:00:49.193000
DEXEUSDT,3.052,2023-04-16 15:00:49.963000
FLOWUSDT,1.052,2023-04-16 15:00:50.733000
MINAUSDT,0.798,2023-04-16 15:00:51.524000
FARMUSDT,37.2,2023-04-16 15:00:52.336000
MBOXUSDT,0.532,2023-04-16 15:00:53.123000
GHSTUSDT,1.141,2023-04-16 15:00:54.004000
WAXPUSDT,0.0741,2023-04-16 15:00:54.832000
DYDXUSDT,2.828,2023-04-16 15:00:55.606000
POLYUSDT,0.2696,2023-04-16 15:00:56.367000
IDEXUSDT,0.05717,2023-04-16 15:00:57.183000
VIDTUSDT,0.03915,2023-04-16 15:00:57.995000
USDPUSDT,0.9994,2023-04-16 15:00:58.839000
GALAUSDT,0.04311,2023-04-16 15:00:59.610000
FIDAUSDT,0.4426,2023-04-16 15:01:00.419000
AGLDUSDT,0.547,2023-04-16 15:01:01.219000
BETAUSDT,0.10099,2023-04-16 15:01:02.522000
RAREUSDT,0.1307,2023-04-16 15:01:03.368000
MOVRUSDT,8.98,2023-04-16 15:01:04.713000
CITYUSDT,5.89,2023-04-16 15:01:06.511000
KP3RUSDT,83.24,2023-04-16 15:01:07.788000
POWRUSDT,0.1984,2023-04-16 15:01:08.574000
RNDRUSDT,1.716,2023-04-16 15:01:09.347000
ALCXUSDT,20.87,2023-04-16 15:01:10.174000
BICOUSDT,0.433,2023-04-16 15:01:10.985000
FLUXUSDT,0.716,2023-04-16 15:01:11.783000
HIGHUSDT,2.465,2023-04-16 15:01:12.624000
OOKIUSDT,0.00438,2023-04-16 15:01:13.447000
GLMRUSDT,0.4019,2023-04-16 15:01:14.909000
LOKAUSDT,0.5757,2023-04-16 15:01:15.765000
SCRTUSDT,0.728,2023-04-16 15:01:16.749000
API3USDT,1.692,2023-04-16 15:01:17.882000
BTTCUSDT,6.3e-07,2023-04-16 15:01:18.667000
ASTRUSDT,0.0725,2023-04-16 15:01:19.434000
BIFIUSDT,523.5,2023-04-16 15:01:20.374000
NEXOUSDT,0.7,2023-04-16 15:01:21.171000
LUNCUSDT,0.00012742,2023-04-16 15:01:21.968000
NEBLUSDT,0.503,2023-04-16 15:01:22.761000
OSMOUSDT,0.851,2023-04-16 15:01:23.527000
HOOKUSDT,2.2908,2023-04-16 15:01:24.294000
HIFIUSDT,0.4362,2023-04-16 15:01:25.086000
PROSUSDT,0.56,2023-04-16 15:01:25.927000
AGIXUSDT,0.42878,2023-04-16 15:01:26.870000
LQTYUSDT,2.364,2023-04-16 15:01:27.658000
BETHUSDT,2080.9,2023-04-16 15:01:28.547000
USTCUSDT,0.02255725,2023-04-16 15:01:29.318000
PROMUSDT,5.17,2023-04-16 15:01:30.123000
LOOMUSDT,0.06598,2023-04-16 15:01:31.019000
RDNTUSDT,0.4507,2023-04-16 15:01:31.794000
QTUMUSDT,3.448,2023-04-16 15:01:43.155000
TUSDUSDT,0.9993,2023-04-16 15:01:44.671000
IOTAUSDT,0.2249,2023-04-16 15:01:45.799000
NULSUSDT,0.2895,2023-04-16 15:01:46.597000
USDCUSDT,0.9993,2023-04-16 15:01:47.430000
LINKUSDT,7.968,2023-04-16 15:01:48.856000
USDSUSDT,0.9968,2023-04-16 15:01:49.639000
IOSTUSDT,0.01186,2023-04-16 15:01:50.425000
CELRUSDT,0.02371,2023-04-16 15:01:51.338000
DASHUSDT,58.99,2023-04-16 15:01:52.152000
NANOUSDT,2.224,2023-04-16 15:01:52.927000
MITHUSDT,0.00345,2023-04-16 15:01:53.696000
ATOMUSDT,12.733,2023-04-16 15:01:54.462000
ALGOUSDT,0.2289,2023-04-16 15:01:55.270000
DOGEUSDT,0.08952,2023-04-16 15:01:56.039000
DUSKUSDT,0.1976,2023-04-16 15:01:56.815000
ANKRUSDT,0.03651,2023-04-16 15:01:58.079000
NPXSUSDT,0.0070301,2023-04-16 15:01:58.849000
TOMOUSDT,0.7672,2023-04-16 15:01:59.620000
PERLUSDT,0.03385,2023-04-16 15:02:00.395000
DENTUSDT,0.001191,2023-04-16 15:02:01.176000
DOCKUSDT,0.02371,2023-04-16 15:02:01.978000
BANDUSDT,2.0,2023-04-16 15:02:03.159000
BUSDUSDT,0.9996,2023-04-16 15:02:03.986000
BEAMUSDT,0.0652,2023-04-16 15:02:04.756000
HBARUSDT,0.0676,2023-04-16 15:02:05.656000
KAVAUSDT,0.941,2023-04-16 15:02:06.435000
ARPAUSDT,0.04661,2023-04-16 15:02:07.214000
IOTXUSDT,0.02927,2023-04-16 15:02:08.028000
CTXCUSDT,0.2435,2023-04-16 15:02:08.804000
TROYUSDT,0.003731,2023-04-16 15:02:09.561000
VITEUSDT,0.02499,2023-04-16 15:02:10.331000
DREPUSDT,0.4821,2023-04-16 15:02:11.696000
BULLUSDT,1370.28,2023-04-16 15:02:12.492000
BEARUSDT,11.16,2023-04-16 15:02:13.258000
AIONUSDT,0.00943,2023-04-16 15:02:14.024000
COTIUSDT,0.0955,2023-04-16 15:02:14.795000
STPTUSDT,0.05408,2023-04-16 15:02:15.600000
DATAUSDT,0.0399,2023-04-16 15:02:16.375000
CTSIUSDT,0.234,2023-04-16 15:02:17.165000
HIVEUSDT,0.4443,2023-04-16 15:02:18.003000
ARDRUSDT,0.096,2023-04-16 15:02:18.798000
LENDUSDT,0.51431,2023-04-16 15:02:19.594000
STMXUSDT,0.006051,2023-04-16 15:02:20.366000
COMPUSDT,45.41,2023-04-16 15:02:21.196000
BKRWUSDT,0.0008453,2023-04-16 15:02:21.979000
VTHOUSDT,0.001482,2023-04-16 15:02:23.249000
MANAUSDT,0.6341,2023-04-16 15:02:24.032000
IRISUSDT,0.03399,2023-04-16 15:02:24.819000
SANDUSDT,0.6765,2023-04-16 15:02:25.590000
LUNAUSDT,1.4071,2023-04-16 15:02:26.359000
PAXGUSDT,2014.0,2023-04-16 15:02:27.135000
WNXMUSDT,30.07,2023-04-16 15:02:27.917000
BZRXUSDT,0.2156,2023-04-16 15:02:28.684000
YFIIUSDT,1127.0,2023-04-16 15:02:29.499000
EGLDUSDT,43.01,2023-04-16 15:02:30.267000
RUNEUSDT,1.66,2023-04-16 15:02:31.045000
WINGUSDT,7.68,2023-04-16 15:02:31.825000
AVAXUSDT,19.18,2023-04-16 15:02:32.596000
AAVEUSDT,81.7,2023-04-16 15:02:33.426000
NEARUSDT,2.271,2023-04-16 15:02:34.267000
AKROUSDT,0.00495,2023-04-16 15:02:35.053000
HARDUSDT,0.1919,2023-04-16 15:02:35.839000
UNFIUSDT,5.519,2023-04-16 15:02:36.609000
ROSEUSDT,0.07332,2023-04-16 15:02:37.422000
SUSDUSDT,0.996,2023-04-16 15:02:38.229000
REEFUSDT,0.003065,2023-04-16 15:02:39.008000
CELOUSDT,0.714,2023-04-16 15:02:40.808000
FIROUSDT,2.363,2023-04-16 15:02:41.616000
DODOUSDT,0.1902,2023-04-16 15:02:42.949000
CAKEUSDT,3.647,2023-04-16 15:02:44.224000
PONDUSDT,0.01073,2023-04-16 15:02:45.501000
DEGOUSDT,2.422,2023-04-16 15:02:46.824000
LINAUSDT,0.014244,2023-04-16 15:02:48.100000
PERPUSDT,0.88724,2023-04-16 15:02:48.905000
RAMPUSDT,0.0524,2023-04-16 15:02:49.800000
AUTOUSDT,118.2,2023-04-16 15:02:50.583000
BAKEUSDT,0.2213,2023-04-16 15:02:51.364000
SHIBUSDT,1.147e-05,2023-04-16 15:02:52.247000
POLSUSDT,0.467,2023-04-16 15:02:53.010000
MASKUSDT,5.623,2023-04-16 15:02:53.821000
TORNUSDT,4.06,2023-04-16 15:02:54.661000
KEEPUSDT,0.6251,2023-04-16 15:02:55.922000
KLAYUSDT,0.2665,2023-04-16 15:02:56.698000
BONDUSDT,4.501,2023-04-16 15:02:57.469000
DEXEUSDT,3.052,2023-04-16 15:02:58.341000
FLOWUSDT,1.051,2023-04-16 15:02:59.174000
MINAUSDT,0.798,2023-04-16 15:02:59.941000
FARMUSDT,37.2,2023-04-16 15:03:00.750000
MBOXUSDT,0.535,2023-04-16 15:03:01.516000
GHSTUSDT,1.14,2023-04-16 15:03:02.323000
WAXPUSDT,0.0739,2023-04-16 15:03:03.831000
DYDXUSDT,2.81,2023-04-16 15:03:04.608000
POLYUSDT,0.2696,2023-04-16 15:03:05.873000
IDEXUSDT,0.05708,2023-04-16 15:03:06.686000
VIDTUSDT,0.03917,2023-04-16 15:03:07.969000
USDPUSDT,0.9994,2023-04-16 15:03:08.774000
GALAUSDT,0.04303,2023-04-16 15:03:09.717000
FIDAUSDT,0.4416,2023-04-16 15:03:10.490000
AGLDUSDT,0.546,2023-04-16 15:03:11.274000
BETAUSDT,0.10043,2023-04-16 15:03:12.113000
RAREUSDT,0.1307,2023-04-16 15:03:13.381000
MOVRUSDT,8.99,2023-04-16 15:03:14.174000
CITYUSDT,5.89,2023-04-16 15:03:14.960000
KP3RUSDT,83.2,2023-04-16 15:03:15.762000
POWRUSDT,0.1983,2023-04-16 15:03:16.560000
RNDRUSDT,1.71,2023-04-16 15:03:17.344000
ALCXUSDT,20.79,2023-04-16 15:03:18.114000
BICOUSDT,0.433,2023-04-16 15:03:19.401000
FLUXUSDT,0.716,2023-04-16 15:03:20.203000
HIGHUSDT,2.465,2023-04-16 15:03:20.980000
OOKIUSDT,0.00438,2023-04-16 15:03:21.745000
GLMRUSDT,0.4017,2023-04-16 15:03:22.534000
LOKAUSDT,0.5749,2023-04-16 15:03:23.303000
SCRTUSDT,0.726,2023-04-16 15:03:24.064000
API3USDT,1.683,2023-04-16 15:03:24.851000
BTTCUSDT,6.3e-07,2023-04-16 15:03:25.627000
ASTRUSDT,0.0725,2023-04-16 15:03:26.391000
BIFIUSDT,523.4,2023-04-16 15:03:27.156000
NEXOUSDT,0.7,2023-04-16 15:03:27.918000
LUNCUSDT,0.00012739,2023-04-16 15:03:28.699000
NEBLUSDT,0.503,2023-04-16 15:03:29.462000
OSMOUSDT,0.848,2023-04-16 15:03:30.248000
HOOKUSDT,2.2869,2023-04-16 15:03:31.036000
HIFIUSDT,0.4365,2023-04-16 15:03:31.806000
PROSUSDT,0.5609,2023-04-16 15:03:32.608000
AGIXUSDT,0.42791,2023-04-16 15:03:33.380000
LQTYUSDT,2.358,2023-04-16 15:03:34.153000
BETHUSDT,2080.46,2023-04-16 15:03:34.922000
USTCUSDT,0.02251976,2023-04-16 15:03:35.702000
PROMUSDT,5.17,2023-04-16 15:03:36.481000
LOOMUSDT,0.06588,2023-04-16 15:03:37.313000
RDNTUSDT,0.4499,2023-04-16 15:03:38.079000
QTUMUSDT,3.442,2023-04-16 15:03:48.832000
TUSDUSDT,0.9992,2023-04-16 15:03:50.121000
IOTAUSDT,0.2248,2023-04-16 15:03:50.935000
NULSUSDT,0.2895,2023-04-16 15:03:51.856000
USDCUSDT,0.9992,2023-04-16 15:03:52.659000
LINKUSDT,7.965,2023-04-16 15:03:53.435000
USDSUSDT,0.9968,2023-04-16 15:03:54.204000
IOSTUSDT,0.01186,2023-04-16 15:03:54.976000
CELRUSDT,0.02369,2023-04-16 15:03:55.745000
DASHUSDT,58.96,2023-04-16 15:03:56.503000
NANOUSDT,2.224,2023-04-16 15:03:57.268000
MITHUSDT,0.00345,2023-04-16 15:03:58.043000
ATOMUSDT,12.706,2023-04-16 15:03:58.814000
ALGOUSDT,0.2291,2023-04-16 15:03:59.578000
DOGEUSDT,0.08945,2023-04-16 15:04:00.380000
DUSKUSDT,0.1975,2023-04-16 15:04:01.175000
ANKRUSDT,0.03648,2023-04-16 15:04:01.977000
NPXSUSDT,0.0070301,2023-04-16 15:04:03.229000
TOMOUSDT,0.7659,2023-04-16 15:04:04.015000
PERLUSDT,0.03373,2023-04-16 15:04:04.780000
DENTUSDT,0.001188,2023-04-16 15:04:05.577000
DOCKUSDT,0.02369,2023-04-16 15:04:06.855000
BANDUSDT,1.999,2023-04-16 15:04:07.668000
BUSDUSDT,0.9997,2023-04-16 15:04:08.432000
BEAMUSDT,0.0652,2023-04-16 15:04:09.199000
HBARUSDT,0.0677,2023-04-16 15:04:10.095000
KAVAUSDT,0.94,2023-04-16 15:04:10.893000
ARPAUSDT,0.04637,2023-04-16 15:04:11.675000
IOTXUSDT,0.02925,2023-04-16 15:04:12.438000
CTXCUSDT,0.2439,2023-04-16 15:04:14.266000
TROYUSDT,0.003731,2023-04-16 15:04:15.044000
VITEUSDT,0.02499,2023-04-16 15:04:15.868000
DREPUSDT,0.4828,2023-04-16 15:04:16.666000
BULLUSDT,1370.28,2023-04-16 15:04:17.422000
BEARUSDT,11.16,2023-04-16 15:04:18.302000
AIONUSDT,0.00943,2023-04-16 15:04:19.065000
COTIUSDT,0.0952,2023-04-16 15:04:19.932000
STPTUSDT,0.05399,2023-04-16 15:04:20.805000
DATAUSDT,0.0399,2023-04-16 15:04:21.582000
CTSIUSDT,0.237,2023-04-16 15:04:22.375000
HIVEUSDT,0.4444,2023-04-16 15:04:23.258000
ARDRUSDT,0.0959,2023-04-16 15:04:24.027000
LENDUSDT,0.51431,2023-04-16 15:04:24.801000
STMXUSDT,0.006044,2023-04-16 15:04:25.579000
COMPUSDT,45.47,2023-04-16 15:04:26.367000
BKRWUSDT,0.0008453,2023-04-16 15:04:27.243000
VTHOUSDT,0.001483,2023-04-16 15:04:28.070000
MANAUSDT,0.6357,2023-04-16 15:04:28.848000
IRISUSDT,0.03397,2023-04-16 15:04:29.610000
SANDUSDT,0.6775,2023-04-16 15:04:30.423000
LUNAUSDT,1.4094,2023-04-16 15:04:31.194000
PAXGUSDT,2014.0,2023-04-16 15:04:31.961000
WNXMUSDT,30.07,2023-04-16 15:04:32.719000
BZRXUSDT,0.2156,2023-04-16 15:04:33.581000
YFIIUSDT,1126.8,2023-04-16 15:04:34.366000
EGLDUSDT,43.07,2023-04-16 15:04:35.169000
RUNEUSDT,1.662,2023-04-16 15:04:35.977000
WINGUSDT,7.67,2023-04-16 15:04:36.745000
AVAXUSDT,19.2,2023-04-16 15:04:37.547000
AAVEUSDT,81.8,2023-04-16 15:04:38.346000
NEARUSDT,2.275,2023-04-16 15:04:39.388000
AKROUSDT,0.00494,2023-04-16 15:04:40.161000
HARDUSDT,0.1921,2023-04-16 15:04:40.944000
UNFIUSDT,5.521,2023-04-16 15:04:41.731000
ROSEUSDT,0.07341,2023-04-16 15:04:42.493000
SUSDUSDT,0.996,2023-04-16 15:04:43.281000
REEFUSDT,0.003073,2023-04-16 15:04:44.051000
CELOUSDT,0.714,2023-04-16 15:04:45.901000
FIROUSDT,2.35,2023-04-16 15:04:47.162000
DODOUSDT,0.1903,2023-04-16 15:04:48.914000
CAKEUSDT,3.647,2023-04-16 15:04:49.675000
PONDUSDT,0.01074,2023-04-16 15:04:50.453000
DEGOUSDT,2.415,2023-04-16 15:04:51.219000
LINAUSDT,0.014255,2023-04-16 15:04:52.486000
PERPUSDT,0.88745,2023-04-16 15:04:53.274000
RAMPUSDT,0.0524,2023-04-16 15:04:54.057000
AUTOUSDT,118.3,2023-04-16 15:04:54.826000
BAKEUSDT,0.2218,2023-04-16 15:04:55.605000
SHIBUSDT,1.149e-05,2023-04-16 15:04:56.368000
POLSUSDT,0.468,2023-04-16 15:04:57.190000
MASKUSDT,5.635,2023-04-16 15:04:57.955000
TORNUSDT,4.06,2023-04-16 15:04:58.746000
KEEPUSDT,0.6251,2023-04-16 15:04:59.516000
KLAYUSDT,0.2667,2023-04-16 15:05:00.289000
BONDUSDT,4.505,2023-04-16 15:05:01.116000
DEXEUSDT,3.052,2023-04-16 15:05:01.915000
FLOWUSDT,1.051,2023-04-16 15:05:02.680000
MINAUSDT,0.798,2023-04-16 15:05:03.449000
FARMUSDT,37.2,2023-04-16 15:05:04.251000
MBOXUSDT,0.54,2023-04-16 15:05:05.029000
GHSTUSDT,1.14,2023-04-16 15:05:05.819000
WAXPUSDT,0.0739,2023-04-16 15:05:06.585000
DYDXUSDT,2.823,2023-04-16 15:05:07.346000
POLYUSDT,0.2696,2023-04-16 15:05:08.121000
IDEXUSDT,0.05716,2023-04-16 15:05:08.930000
VIDTUSDT,0.03909,2023-04-16 15:05:09.693000
USDPUSDT,0.9994,2023-04-16 15:05:10.484000
GALAUSDT,0.04306,2023-04-16 15:05:11.253000
FIDAUSDT,0.442,2023-04-16 15:05:12.294000
AGLDUSDT,0.546,2023-04-16 15:05:13.067000
BETAUSDT,0.10056,2023-04-16 15:05:13.863000
RAREUSDT,0.1309,2023-04-16 15:05:15.137000
MOVRUSDT,8.98,2023-04-16 15:05:15.925000
CITYUSDT,5.9,2023-04-16 15:05:16.694000
KP3RUSDT,83.19,2023-04-16 15:05:17.969000
POWRUSDT,0.1983,2023-04-16 15:05:18.752000
RNDRUSDT,1.712,2023-04-16 15:05:19.517000
ALCXUSDT,20.82,2023-04-16 15:05:20.302000
BICOUSDT,0.433,2023-04-16 15:05:21.088000
FLUXUSDT,0.717,2023-04-16 15:05:21.877000
HIGHUSDT,2.471,2023-04-16 15:05:22.676000
OOKIUSDT,0.00437,2023-04-16 15:05:23.453000
GLMRUSDT,0.4023,2023-04-16 15:05:24.244000
LOKAUSDT,0.5754,2023-04-16 15:05:25.043000
SCRTUSDT,0.727,2023-04-16 15:05:25.819000
API3USDT,1.687,2023-04-16 15:05:26.602000
BTTCUSDT,6.2e-07,2023-04-16 15:05:27.367000
ASTRUSDT,0.0726,2023-04-16 15:05:28.156000
BIFIUSDT,523.5,2023-04-16 15:05:29.432000
NEXOUSDT,0.699,2023-04-16 15:05:30.211000
LUNCUSDT,0.00012741,2023-04-16 15:05:31.018000
NEBLUSDT,0.503,2023-04-16 15:05:31.785000
OSMOUSDT,0.848,2023-04-16 15:05:32.551000
HOOKUSDT,2.2922,2023-04-16 15:05:33.355000
HIFIUSDT,0.4365,2023-04-16 15:05:34.154000
PROSUSDT,0.56,2023-04-16 15:05:34.931000
AGIXUSDT,0.42889,2023-04-16 15:05:35.711000
LQTYUSDT,2.358,2023-04-16 15:05:36.516000
BETHUSDT,2080.49,2023-04-16 15:05:37.299000
USTCUSDT,0.0225137,2023-04-16 15:05:38.145000
PROMUSDT,5.17,2023-04-16 15:05:38.959000
LOOMUSDT,0.06588,2023-04-16 15:05:39.750000
RDNTUSDT,0.4506,2023-04-16 15:05:40.537000
QTUMUSDT,3.446,2023-04-16 15:05:51.336000
TUSDUSDT,0.9993,2023-04-16 15:05:53.127000
IOTAUSDT,0.2253,2023-04-16 15:05:54.416000
NULSUSDT,0.29,2023-04-16 15:05:55.209000
USDCUSDT,0.9993,2023-04-16 15:05:56.020000
LINKUSDT,7.974,2023-04-16 15:05:56.851000
USDSUSDT,0.9968,2023-04-16 15:05:58.123000
IOSTUSDT,0.01187,2023-04-16 15:05:59.454000
CELRUSDT,0.02372,2023-04-16 15:06:00.243000
DASHUSDT,59.04,2023-04-16 15:06:01.034000
NANOUSDT,2.224,2023-04-16 15:06:01.805000
MITHUSDT,0.00345,2023-04-16 15:06:02.570000
ATOMUSDT,12.708,2023-04-16 15:06:03.369000
ALGOUSDT,0.2292,2023-04-16 15:06:04.143000
DOGEUSDT,0.08953,2023-04-16 15:06:04.927000
DUSKUSDT,0.1977,2023-04-16 15:06:05.720000
ANKRUSDT,0.03646,2023-04-16 15:06:06.568000
NPXSUSDT,0.0070301,2023-04-16 15:06:07.340000
TOMOUSDT,0.766,2023-04-16 15:06:08.133000
PERLUSDT,0.0337,2023-04-16 15:06:08.923000
DENTUSDT,0.001191,2023-04-16 15:06:09.716000
DOCKUSDT,0.02365,2023-04-16 15:06:10.509000
BANDUSDT,1.998,2023-04-16 15:06:11.300000
BUSDUSDT,0.9996,2023-04-16 15:06:12.112000
BEAMUSDT,0.0652,2023-04-16 15:06:12.888000
HBARUSDT,0.0677,2023-04-16 15:06:14.249000
KAVAUSDT,0.941,2023-04-16 15:06:15.027000
ARPAUSDT,0.04612,2023-04-16 15:06:15.856000
IOTXUSDT,0.02928,2023-04-16 15:06:16.629000
CTXCUSDT,0.244,2023-04-16 15:06:17.410000
TROYUSDT,0.003732,2023-04-16 15:06:18.199000
VITEUSDT,0.02501,2023-04-16 15:06:19.063000
DREPUSDT,0.484,2023-04-16 15:06:19.863000
BULLUSDT,1370.28,2023-04-16 15:06:20.747000
BEARUSDT,11.16,2023-04-16 15:06:21.517000
AIONUSDT,0.00943,2023-04-16 15:06:22.312000
COTIUSDT,0.0945,2023-04-16 15:06:23.105000
STPTUSDT,0.05396,2023-04-16 15:06:23.897000
DATAUSDT,0.03993,2023-04-16 15:06:25.159000
CTSIUSDT,0.2359,2023-04-16 15:06:25.932000
HIVEUSDT,0.4444,2023-04-16 15:06:26.738000
ARDRUSDT,0.0959,2023-04-16 15:06:27.521000
LENDUSDT,0.51431,2023-04-16 15:06:28.295000
STMXUSDT,0.006051,2023-04-16 15:06:29.086000
COMPUSDT,45.46,2023-04-16 15:06:29.857000
BKRWUSDT,0.0008453,2023-04-16 15:06:30.680000
VTHOUSDT,0.001482,2023-04-16 15:06:31.996000
MANAUSDT,0.6362,2023-04-16 15:06:32.774000
IRISUSDT,0.03398,2023-04-16 15:06:33.609000
SANDUSDT,0.6781,2023-04-16 15:06:34.372000
LUNAUSDT,1.4105,2023-04-16 15:06:35.137000
PAXGUSDT,2014.0,2023-04-16 15:06:35.902000
WNXMUSDT,30.07,2023-04-16 15:06:36.665000
BZRXUSDT,0.2156,2023-04-16 15:06:37.428000
YFIIUSDT,1127.0,2023-04-16 15:06:38.207000
EGLDUSDT,43.13,2023-04-16 15:06:38.996000
RUNEUSDT,1.663,2023-04-16 15:06:39.770000
WINGUSDT,7.68,2023-04-16 15:06:40.544000
AVAXUSDT,19.21,2023-04-16 15:06:41.422000
AAVEUSDT,81.8,2023-04-16 15:06:42.210000
NEARUSDT,2.276,2023-04-16 15:06:43.006000
AKROUSDT,0.00496,2023-04-16 15:06:43.789000
HARDUSDT,0.1922,2023-04-16 15:06:44.555000
UNFIUSDT,5.529,2023-04-16 15:06:45.336000
ROSEUSDT,0.07354,2023-04-16 15:06:47.101000
SUSDUSDT,0.996,2023-04-16 15:06:48.864000
REEFUSDT,0.00308,2023-04-16 15:06:49.642000
CELOUSDT,0.713,2023-04-16 15:06:50.911000
FIROUSDT,2.354,2023-04-16 15:06:51.692000
DODOUSDT,0.191,2023-04-16 15:06:52.463000
CAKEUSDT,3.648,2023-04-16 15:06:53.242000
PONDUSDT,0.01074,2023-04-16 15:06:54.496000
DEGOUSDT,2.415,2023-04-16 15:06:55.286000
LINAUSDT,0.014261,2023-04-16 15:06:56.051000
PERPUSDT,0.8884,2023-04-16 15:06:56.899000
RAMPUSDT,0.0524,2023-04-16 15:06:57.666000
AUTOUSDT,118.3,2023-04-16 15:06:58.449000
BAKEUSDT,0.2221,2023-04-16 15:06:59.223000
SHIBUSDT,1.151e-05,2023-04-16 15:07:00.495000
POLSUSDT,0.469,2023-04-16 15:07:01.291000
MASKUSDT,5.635,2023-04-16 15:07:02.556000
TORNUSDT,4.06,2023-04-16 15:07:03.327000
KEEPUSDT,0.6251,2023-04-16 15:07:04.090000
KLAYUSDT,0.2671,2023-04-16 15:07:04.864000
BONDUSDT,4.507,2023-04-16 15:07:05.628000
DEXEUSDT,3.052,2023-04-16 15:07:06.450000
FLOWUSDT,1.053,2023-04-16 15:07:07.222000
MINAUSDT,0.797,2023-04-16 15:07:07.987000
FARMUSDT,37.0,2023-04-16 15:07:08.810000
MBOXUSDT,0.543,2023-04-16 15:07:09.600000
GHSTUSDT,1.14,2023-04-16 15:07:10.372000
WAXPUSDT,0.0739,2023-04-16 15:07:11.150000
DYDXUSDT,2.827,2023-04-16 15:07:11.923000
POLYUSDT,0.2696,2023-04-16 15:07:12.688000
IDEXUSDT,0.05718,2023-04-16 15:07:13.480000
VIDTUSDT,0.03904,2023-04-16 15:07:14.244000
USDPUSDT,0.9994,2023-04-16 15:07:15.017000
GALAUSDT,0.04314,2023-04-16 15:07:15.799000
FIDAUSDT,0.4416,2023-04-16 15:07:16.570000
AGLDUSDT,0.547,2023-04-16 15:07:17.345000
BETAUSDT,0.10044,2023-04-16 15:07:18.105000
RAREUSDT,0.1311,2023-04-16 15:07:18.871000
MOVRUSDT,8.96,2023-04-16 15:07:19.640000
CITYUSDT,5.92,2023-04-16 15:07:20.414000
KP3RUSDT,83.11,2023-04-16 15:07:21.216000
POWRUSDT,0.1985,2023-04-16 15:07:22.009000
RNDRUSDT,1.712,2023-04-16 15:07:22.775000
ALCXUSDT,20.82,2023-04-16 15:07:23.541000
BICOUSDT,0.432,2023-04-16 15:07:24.309000
FLUXUSDT,0.716,2023-04-16 15:07:25.091000
HIGHUSDT,2.45,2023-04-16 15:07:25.874000
OOKIUSDT,0.00437,2023-04-16 15:07:26.653000
GLMRUSDT,0.4024,2023-04-16 15:07:27.424000
LOKAUSDT,0.5758,2023-04-16 15:07:28.203000
SCRTUSDT,0.727,2023-04-16 15:07:28.968000
API3USDT,1.69,2023-04-16 15:07:29.731000
BTTCUSDT,6.3e-07,2023-04-16 15:07:30.507000
ASTRUSDT,0.0727,2023-04-16 15:07:31.292000
BIFIUSDT,523.5,2023-04-16 15:07:32.057000
NEXOUSDT,0.7,2023-04-16 15:07:33.303000
LUNCUSDT,0.00012739,2023-04-16 15:07:34.094000
NEBLUSDT,0.502,2023-04-16 15:07:35.353000
OSMOUSDT,0.849,2023-04-16 15:07:36.131000
HOOKUSDT,2.2808,2023-04-16 15:07:36.905000
HIFIUSDT,0.4365,2023-04-16 15:07:37.682000
PROSUSDT,0.5596,2023-04-16 15:07:38.455000
AGIXUSDT,0.42933,2023-04-16 15:07:39.231000
LQTYUSDT,2.353,2023-04-16 15:07:40.002000
BETHUSDT,2081.53,2023-04-16 15:07:40.775000
USTCUSDT,0.02252473,2023-04-16 15:07:41.557000
